N. Pokédex,Pokémon,Forme,Tipo1,Tipo2,Categoria,Grado,PS,Attacco,Difesa,Attacco sp.,Difesa sp.,Velocità,Totale,Media,Mossa 1,Mossa 2,Mossa 3,Mossa 4,Forte 1 Contro,Forte 2 Contro,Debole 1 Contro,Debole 2 Contro
#0080,Slowbro,Forma Normale,Acqua,Psico,Pokémon Paguro,Stadio 1,95,75,110,100,80,30,490,"81,67",Belly Drum,Drain Punch,Earthquake,Expanding Force,Fuoco - Terra - Roccia,Lotta - Veleno,Elettro - Erba,Coleottero - Buio - Spettro
#0080,Slowbro,Forma Galar,Psico,Veleno,Pokémon Paguro,Stadio 1,95,100,95,100,70,30,490,"81,67",Belly Drum,Drain Punch,Earthquake,Expanding Force,Lotta - Veleno,Folletto - Erba,Coleottero - Buio - Spettro,Terra - Psico
#0080,Slowbro,Mega Slowbro,Acqua,Psico,Pokémon Paguro,MegaEvoluzione,95,75,180,130,80,30,590,"98,33",Belly Drum,Drain Punch,Earthquake,Expanding Force,Fuoco - Terra - Roccia,Lotta - Veleno,Elettro - Erba,Coleottero - Buio - Spettro
#0081,Magnemite,,Elettro,Acciaio,Pokémon Calamita,Base,25,35,70,95,55,45,325,"54,17",Light Screen,Protect,Reflect,Rest,Volante - Acqua,Folletto - Ghiaccio - Roccia,Terra,Lotta - Fuoco - Terra
#0082,Magneton,,Elettro,Acciaio,Pokémon Calamita,Stadio 1,50,60,95,120,70,70,465,"77,50",Discharge,Flash Cannon,Light Screen,Metal Sound,Volante - Acqua,Folletto - Ghiaccio - Roccia,Terra,Lotta - Fuoco - Terra
#0083,Farfetch'd,Forma Normale,Normale,Volante,Pokémon Selvanatra,Base,52,90,55,58,62,60,377,"62,83",Baton Pass,Knock Off,Protect,Reflect,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0083,Farfetch'd,Forma Galar,Lotta,,Pokémon Selvanatra,Base,52,95,55,58,62,55,377,"62,83",Knock Off,Protect,Rest,,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0084,Doduo,,Normale,Volante,Pokémon Biuccello,Base,35,85,45,35,35,75,310,"51,67",,,,,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0085,Dodrio,,Normale,Volante,Pokémon Triuccello,Stadio 1,60,110,70,60,60,110,470,"78,33",,,,,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0086,Seel,,Acqua,,Pokémon Otaria,Base,65,45,55,45,70,45,325,"54,17",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0087,Dewgong,,Acqua,Ghiaccio,Pokémon Otaria,Stadio 1,90,70,80,70,95,70,475,"79,17",,,,,Fuoco - Terra - Roccia,Drago - Volante - Erba - Terra,Elettro - Erba,Lotta - Fuoco - Roccia - Acciaio
#0088,Grimer,Forma Normale,Veleno,,Pokémon Melma,Base,80,80,50,40,50,25,325,"54,17",,,,,Folletto - Erba,–,Terra - Psico,–
#0088,Grimer,Forma Alola,Veleno,Buio,Pokémon Melma,Base,80,80,50,40,50,25,325,"54,17",,,,,Folletto - Erba,Spettro - Psico,Terra - Psico,Coleottero - Folletto - Lotta
#0089,Muk,Forma Normale,Veleno,,Pokémon Melma,Stadio 1,105,105,75,65,100,50,500,"83,33",,,,,Folletto - Erba,–,Terra - Psico,–
#0089,Muk,Forma Alola,Veleno,Buio,Pokémon Melma,Stadio 1,105,105,75,65,100,50,500,"83,33",,,,,Folletto - Erba,Spettro - Psico,Terra - Psico,Coleottero - Folletto - Lotta
#0090,Shellder,,Acqua,,Pokémon Bivalve,Base,30,65,100,45,25,40,305,"50,83",Hydro Pump,Ice Beam,Protect,Rapid Spin,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0091,Cloyster,,Acqua,Ghiaccio,Pokémon Bivalve,Stadio 1,50,95,180,85,45,70,525,"87,50",Hydro Pump,Ice Beam,Ice Shard,Icicle Crash,Fuoco - Terra - Roccia,Drago - Volante - Erba - Terra,Elettro - Erba,Lotta - Fuoco - Roccia - Acciaio
#0092,Gastly,,Spettro,Veleno,Pokémon Gas,Base,30,35,30,100,35,80,310,"51,67",Destiny Bond,Knock Off,Protect,Rest,Spettro - Psico,Folletto - Erba,Buio - Spettro,Terra - Psico
#0093,Haunter,,Spettro,Veleno,Pokémon Gas,Stadio 1,45,50,45,115,55,95,405,"67,50",Destiny Bond,Knock Off,Protect,Rest,Spettro - Psico,Folletto - Erba,Buio - Spettro,Terra - Psico
#0094,Gengar,Forma Normale,Spettro,Veleno,Pokémon Ombra,Stadio 2,60,65,60,130,75,110,500,"83,33",Dazzling Gleam,Destiny Bond,Icy Wind,Imprison,Spettro - Psico,Folletto - Erba,Buio - Spettro,Terra - Psico
#0094,Gengar,Mega Gengar,Spettro,Veleno,Pokémon Ombra,MegaEvoluzione,60,65,80,170,95,130,600,"100,00",Dazzling Gleam,Destiny Bond,Icy Wind,Imprison,Spettro - Psico,Folletto - Erba,Buio - Spettro,Terra - Psico
#0094,Gengar,Gengar Gigamax,Spettro,Veleno,Pokémon Ombra,GigaEvoluzione,60,65,60,130,75,110,500,"83,33",Dazzling Gleam,Destiny Bond,Icy Wind,Imprison,Spettro - Psico,Folletto - Erba,Buio - Spettro,Terra - Psico
#0095,Onix,,Roccia,Terra,Pokémon Serpesasso,Base,35,45,160,30,45,70,385,"64,17",Earthquake,Head Smash,Protect,Rest,Coleottero - Fuoco - Volante - Ghiaccio,Elettro - Fuoco - Veleno - Roccia - Acciaio,Lotta - Erba - Terra - Acciaio - Acqua,Erba - Ghiaccio - Acqua
#0096,Drowzee,,Psico,,Pokémon Ipnosi,Base,60,48,45,43,90,42,328,"54,67",,,,,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0097,Hypno,,Psico,,Pokémon Ipnosi,Stadio 1,85,73,70,73,115,67,483,"80,50",,,,,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0098,Krabby,,Acqua,,Pokémon Granchio,Base,30,105,90,25,25,50,325,"54,17",Ice Beam,Knock Off,Protect,Rest,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0099,Kingler,Forma Normale,Acqua,,Pokémon Chela,Stadio 1,55,130,115,50,50,75,475,"79,17",Brick Break,Crabhammer,Guillotine,High Horsepower,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0099,Kingler,Kingler Gigamax,Acqua,,Pokémon Chela,GigaEvoluzione,55,130,115,50,50,75,475,"79,17",Brick Break,Crabhammer,Guillotine,High Horsepower,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0100,Voltorb,Forma Normale,Elettro,,Pokémon Ball,Base,40,30,50,55,55,100,330,"55,00",,,,,Volante - Acqua,–,Terra,–
#0100,Voltorb,Forma Hisui,Erba,Elettro,Pokémon Sfera,Base,40,30,50,55,55,100,330,"55,00",,,,,Terra - Roccia - Acqua,Volante - Acqua,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Terra
#0101,Electrode,Forma Normale,Elettro,,Pokémon Ball,Stadio 1,60,50,70,80,80,150,490,"81,67",,,,,Volante - Acqua,–,Terra,–
#0101,Electrode,Forma Hisui,Erba,Elettro,Pokémon Sfera,Stadio 1,60,50,70,80,80,150,490,"81,67",,,,,Terra - Roccia - Acqua,Volante - Acqua,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Terra
#0102,Exeggcute,,Erba,Psico,Pokémon Uovo,Base,60,40,80,60,45,40,325,"54,17",Light Screen,Protect,Reflect,Rest,Terra - Roccia - Acqua,Lotta - Veleno,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Coleottero - Buio - Spettro
#0103,Exeggutor,Forma Normale,Erba,Psico,Pokémon Nocecocco,Stadio 1,95,95,85,125,75,55,530,"88,33",Ancient Power,Energy Ball,Expanding Force,Giga Drain,Terra - Roccia - Acqua,Lotta - Veleno,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Coleottero - Buio - Spettro
#0103,Exeggutor,Forma Alola,Erba,Drago,Pokémon Nocecocco,Stadio 1,95,105,85,125,75,45,530,"88,33",Dragon Pulse,Earthquake,Energy Ball,Flamethrower,Terra - Roccia - Acqua,Drago,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Drago - Folletto - Ghiaccio
#0104,Cubone,,Terra,,Pokémon Solitario,Base,50,50,95,40,50,35,320,"53,33",Earthquake,Ice Beam,Knock Off,Protect,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0105,Marowak,Forma Normale,Terra,,Pokémon Guardaossi,Stadio 1,60,80,110,50,80,45,425,"70,83",Bonemerang,Brick Break,Earthquake,Fire Punch,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0105,Marowak,Forma Alola,Fuoco,Spettro,Pokémon Guardaossi,Stadio 1,60,80,110,50,80,45,425,"70,83",Bonemerang,Brick Break,Earthquake,Fire Punch,Coleottero - Erba - Ghiaccio - Acciaio,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro
#0106,Hitmonlee,,Lotta,,Pokémon Tiracalci,Stadio 1,50,120,53,35,110,87,455,"75,83",,,,,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0107,Hitmonchan,,Lotta,,Pokémon Tirapugni,Stadio 1,50,105,79,35,110,76,455,"75,83",,,,,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0108,Lickitung,,Normale,,Pokémon Linguaccia,Base,90,55,75,60,75,30,385,"64,17",Earthquake,Hydro Pump,Ice Beam,Knock Off,–,–,Lotta,–
#0109,Koffing,,Veleno,,Pokémon Velenuvola,Base,40,65,95,60,45,35,340,"56,67",Destiny Bond,Protect,Rest,Taunt,Folletto - Erba,–,Terra - Psico,–
#0110,Weezing,Forma Normale,Veleno,,Pokémon Velenuvola,Stadio 1,65,90,120,85,70,60,490,"81,67",Destiny Bond,Protect,Rest,Sludge Bomb,Folletto - Erba,–,Terra - Psico,–
#0110,Weezing,Forma Galar,Veleno,Folletto,Pokémon Velenuvola,Stadio 1,65,90,120,85,70,60,490,"81,67",Destiny Bond,Protect,Rest,Sludge Bomb,Folletto - Erba,Lotta - Buio - Drago,Terra - Psico,Veleno - Acciaio
#0111,Rhyhorn,,Terra,Roccia,Pokémon Punzoni,Base,80,85,95,30,30,25,345,"57,50",Earthquake,Ice Beam,Protect,Rest,Elettro - Fuoco - Veleno - Roccia - Acciaio,Coleottero - Fuoco - Volante - Ghiaccio,Erba - Ghiaccio - Acqua,Lotta - Erba - Terra - Acciaio - Acqua
#0112,Rhydon,,Terra,Roccia,Pokémon Trapano,Stadio 1,105,130,120,45,45,40,485,"80,83",Earthquake,Hydro Pump,Ice Beam,Protect,Elettro - Fuoco - Veleno - Roccia - Acciaio,Coleottero - Fuoco - Volante - Ghiaccio,Erba - Ghiaccio - Acqua,Lotta - Erba - Terra - Acciaio - Acqua
#0113,Chansey,,Normale,,Pokémon Uovo,Stadio 1,250,5,5,35,105,50,450,"75,00",Earthquake,Flamethrower,Gravity,Ice Beam,–,–,Lotta,–
#0114,Tangela,,Erba,,Pokémon Liana,Base,65,55,115,100,40,60,435,"72,50",Knock Off,Leech Seed,Protect,Rage Powder,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0115,Kangaskhan,Forma Normale,Normale,,Pokémon Genitore,Base,105,95,80,40,80,90,490,"81,67",,Earthquake,Fake Out,Hydro Pump,–,–,Lotta,–
#0115,Kangaskhan,Mega Kangaskhan,Normale,,Pokémon Genitore,MegaEvoluzione,105,125,100,60,100,100,590,"98,33",,Earthquake,Fake Out,Hydro Pump,–,–,Lotta,–
#0116,Horsea,,Acqua,,Pokémon Drago,Base,30,40,70,70,25,60,295,"49,17",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0117,Seadra,,Acqua,,Pokémon Drago,Stadio 1,55,65,95,95,45,85,440,"73,33",Flip Turn,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0118,Goldeen,,Acqua,,Pokémon Pescerosso,Base,45,67,60,35,50,63,320,"53,33",Flip Turn,Hydro Pump,Ice Beam,Knock Off,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0119,Seaking,,Acqua,,Pokémon Pescerosso,Stadio 1,80,92,65,65,80,68,450,"75,00",Aqua Tail,Drill Run,Flip Turn,Horn Drill,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0120,Staryu,,Acqua,,Pokémon Stella,Base,30,45,55,70,55,85,340,"56,67",Flip Turn,Hydro Pump,Ice Beam,Light Screen,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0121,Starmie,,Acqua,Psico,Pokémon Misterioso,Stadio 1,60,75,85,100,85,115,520,"86,67",Dazzling Gleam,Expanding Force,Flip Turn,Hydro Pump,Fuoco - Terra - Roccia,Lotta - Veleno,Elettro - Erba,Coleottero - Buio - Spettro
#0122,Mr. Mime,Forma Normale,Psico,Folletto,Pokémon Barriera,Base,40,45,65,100,120,90,460,"76,67",,,,,Lotta - Veleno,Lotta - Buio - Drago,Coleottero - Buio - Spettro,Veleno - Acciaio
#0122,Mr. Mime,Forma Galar,Psico,Ghiaccio,Pokémon Danza,Base,50,65,65,90,90,100,460,"76,67",,,,,Lotta - Veleno,Drago - Volante - Erba - Terra,Coleottero - Buio - Spettro,Lotta - Fuoco - Roccia - Acciaio
#0123,Scyther,,Coleottero,Volante,Pokémon Mantide,Base,70,110,80,55,80,105,500,"83,33",Assurance,Baton Pass,Brick Break,Brutal Swing,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0124,Jynx,,Ghiaccio,Psico,Pokémon Umanoide,Stadio 1,65,50,35,115,95,95,455,"75,83",Fake Out,Ice Beam,Icy Wind,Light Screen,Drago - Volante - Erba - Terra,Lotta - Veleno,Lotta - Fuoco - Roccia - Acciaio,Coleottero - Buio - Spettro
#0125,Electabuzz,,Elettro,,Pokémon Elettrico,Stadio 1,65,83,57,95,85,105,490,"81,67",Light Screen,Protect,Reflect,Rest,Volante - Acqua,–,Terra,–
#0126,Magmar,,Fuoco,,Pokémon Sputafuoco,Stadio 1,65,95,57,100,85,93,495,"82,50",Protect,Rest,Taunt,Teleport,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0127,Pinsir,Forma Normale,Coleottero,,Pokémon Cervolante,Base,65,125,100,55,70,85,500,"83,33",Earthquake,Knock Off,Protect,Rest,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0127,Pinsir,Forma Gigamax,Coleottero,Volante,Pokémon Cervolante,MegaEvoluzione,65,155,120,65,90,105,600,"100,00",Earthquake,Knock Off,Protect,Rest,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0128,Tauros,,Normale,,Pokémon Torobrado,Base,75,100,95,40,70,110,490,"81,67",Body Slam,Close Combat,Double-Edge,Earthquake,–,–,Lotta,–
#0129,Magikarp,,Acqua,,Pokémon Pesce,Base,20,10,55,15,20,80,200,"33,33",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0130,Gyarados,Forma Normale,Acqua,Volante,Pokémon Atroce,Stadio 1,95,125,79,60,100,81,540,"90,00",Avalanche,Bounce,Dragon Dance,Earthquake,Fuoco - Terra - Roccia,Coleottero - Lotta - Erba,Elettro - Erba,Elettro - Ghiaccio - Roccia
#0130,Gyarados,Forma Gigamax,Acqua,Buio,Pokémon Atroce,MegaEvoluzione,95,155,109,70,130,81,640,"106,67",Avalanche,Bounce,Dragon Dance,Earthquake,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Coleottero - Folletto - Lotta
#0131,Lapras,Forma Normale,Acqua,Ghiaccio,Pokémon Trasporto,Base,130,85,80,85,95,60,535,"89,17",Blizzard,Freeze-Dry,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Drago - Volante - Erba - Terra,Elettro - Erba,Lotta - Fuoco - Roccia - Acciaio
#0131,Lapras,Lapras Gigamax,Acqua,Ghiaccio,Pokémon Trasporto,Gigaevoluzione,130,85,80,85,95,60,535,"89,17",Blizzard,Freeze-Dry,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Drago - Volante - Erba - Terra,Elettro - Erba,Lotta - Fuoco - Roccia - Acciaio
#0132,Ditto,,Normale,,Pokémon Mutante,Base,48,48,48,48,48,48,288,"48,00",,,,,–,–,Lotta,–
#0133,Eevee,Forma Normale,Normale,,Pokémon Evoluzione,Base,55,55,50,45,65,55,325,"54,17",Baton Pass,Protect,Reflect,Rest,–,–,Lotta,–
#0133,Eevee,Eevee Gigamax,Normale,,Pokémon Evoluzione,Gigaevoluzione,55,55,50,45,65,55,325,"54,17",Baton Pass,Protect,Reflect,Rest,–,–,Lotta,–
#0134,Vaporeon,,Acqua,,Pokémon Bollajet,Stadio 1,130,65,60,110,95,65,525,"87,50",Baton Pass,Blizzard,Flip Turn,Haze,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0135,Jolteon,,Elettro,,Pokémon Luminoso,Stadio 1,65,65,60,110,95,130,525,"87,50",Baton Pass,Charm,Detect,Discharge,Volante - Acqua,–,Terra,–
#0136,Flareon,,Fuoco,,Pokémon Fiamma,Stadio 1,65,130,60,95,110,65,525,"87,50",Baton Pass,Detect,Facade,Flare Blitz,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0137,Porygon,,Normale,,Pokémon Virtuale,Base,65,60,70,85,75,40,395,"65,83",Ice Beam,Protect,Reflect,Rest,–,–,Lotta,–
#0138,Omanyte,,Roccia,Acqua,Pokémon Spirale,Base,35,40,100,90,55,35,355,"59,17",Hydro Pump,Ice Beam,Knock Off,Protect,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Terra - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Erba
#0139,Omastar,,Roccia,Acqua,Pokémon Spirale,Stadio 1,70,60,125,115,70,55,495,"82,50",Earth Power,Hydro Pump,Ice Beam,Knock Off,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Terra - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Erba
#0140,Kabuto,,Roccia,Acqua,Pokémon Crostaceo,Base,30,80,90,55,45,55,355,"59,17",Hydro Pump,Ice Beam,Knock Off,Protect,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Terra - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Erba
#0141,Kabutops,,Roccia,Acqua,Pokémon Crostaceo,Stadio 1,60,115,105,65,70,80,495,"82,50",Flip Turn,Hydro Pump,Ice Beam,Knock Off,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Terra - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Erba
#0142,Aerodactyl,Forma Normale,Roccia,Volante,Pokémon Fossile,Base,80,105,65,60,75,130,515,"85,83",Bulldoze,Dual Wingbeat,Earthquake,Protect,Coleottero - Fuoco - Volante - Ghiaccio,Coleottero - Lotta - Erba,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Ghiaccio - Roccia
#0142,Aerodactyl,Forma Gigamax,Roccia,Volante,Pokémon Fossile,MegaEvoluzione,80,135,85,70,95,150,615,"102,50",Bulldoze,Dual Wingbeat,Earthquake,Protect,Coleottero - Fuoco - Volante - Ghiaccio,Coleottero - Lotta - Erba,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Ghiaccio - Roccia
#0143,Snorlax,Forma Normale,Normale,,Pokémon Sonno,Base,160,110,65,65,110,30,540,"90,00",Belly Drum,Body Slam,Curse,Darkest Lariat,–,–,Lotta,–
#0143,Snorlax,Forma Gigamax,Normale,,Pokémon Sonno,Gigaevoluzione,160,110,65,65,110,30,540,"90,00",Belly Drum,Body Slam,Curse,Darkest Lariat,–,–,Lotta,–
#0144,Articuno,Forma Normale,Ghiaccio,Volante,Pokémon Gelo,Base,90,85,100,95,125,85,580,"96,67",Air Slash,Blizzard,Freeze-Dry,Hurricane,Drago - Volante - Erba - Terra,Coleottero - Lotta - Erba,Lotta - Fuoco - Roccia - Acciaio,Elettro - Ghiaccio - Roccia
#0144,Articuno,Forma Galar,Psico,Volante,Pokémon Sanguefreddo,Base,90,85,85,125,100,95,580,"96,67",Air Slash,Expanding Force,Freezing Glare,Hurricane,Lotta - Veleno,Coleottero - Lotta - Erba,Coleottero - Buio - Spettro,Elettro - Ghiaccio - Roccia
#0145,Zapdos,Forma Normale,Elettro,Volante,Pokémon Elettrico,Base,90,90,85,125,90,100,580,"96,67",Baton Pass,Detect,Heat Wave,Hurricane,Volante - Acqua,Coleottero - Lotta - Erba,Terra,Elettro - Ghiaccio - Roccia
#0145,Zapdos,Forma Galar,Lotta,Volante,Pokémon Zampeforti,Base,90,125,90,85,90,100,580,"96,67",Baton Pass,Detect,Heat Wave,Hurricane,Buio - Ghiaccio - Normale - Roccia - Acciaio,Coleottero - Lotta - Erba,Folletto - Volante - Psico,Elettro - Ghiaccio - Roccia
#0146,Moltres,Forma Normale,Fuoco,Volante,Pokémon Fiamma,Base,90,100,90,125,85,90,580,"96,67",Air Slash,Burn Up,Heat Wave,Hurricane,Coleottero - Erba - Ghiaccio - Acciaio,Coleottero - Lotta - Erba,Terra - Roccia - Acqua,Elettro - Ghiaccio - Roccia
#0146,Moltres,Forma Galar,Buio,Volante,Pokémon Malvagità,Base,90,85,90,100,125,90,580,"96,67",Air Slash,Burn Up,Heat Wave,Hurricane,Spettro - Psico,Coleottero - Lotta - Erba,Coleottero - Folletto - Lotta,Elettro - Ghiaccio - Roccia
#0147,Dratini,,Drago,,Pokémon Drago,Base,41,64,45,50,50,50,300,"50,00",Hydro Pump,Ice Beam,Light Screen,Protect,Drago,–,Drago - Folletto - Ghiaccio,–
#0148,Dragonair,,Drago,,Pokémon Drago,Stadio 1,61,84,65,70,70,70,420,"70,00",Aqua Jet,Breaking Swipe,Dragon Tail,Hydro Pump,Drago,–,Drago - Folletto - Ghiaccio,–
#0149,Dragonite,,Drago,Volante,Pokémon Drago,Stadio 2,91,134,95,100,100,80,600,"100,00",Aqua Jet,Breaking Swipe,Draco Meteor,Dragon Claw,Drago,Coleottero - Lotta - Erba,Drago - Folletto - Ghiaccio,Elettro - Ghiaccio - Roccia
#0150,Mewtwo,Forma Normale,Psico,,Pokémon Genetico,Base,106,110,90,154,90,130,680,"113,33",Earthquake,Ice Beam,Light Screen,Protect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0150,Mewtwo,Mega MewTwo Y,Psico,,Pokémon Genetico,MegaEvoluzione,106,150,70,194,120,140,780,"130,00",Earthquake,Ice Beam,Light Screen,Protect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0150,Mewtwo,Mega MewTwo X,Psico,Lotta,Pokémon Genetico,MegaEvoluzione,106,190,100,154,100,130,780,"130,00",Earthquake,Ice Beam,Light Screen,Protect,Lotta - Veleno,Buio - Ghiaccio - Normale - Roccia - Acciaio,Coleottero - Buio - Spettro,Folletto - Volante - Psico
#0151,Mew,,Psico,,Pokémon Novaspecie,Base,100,100,100,100,100,100,600,"100,00",Baton Pass,Earthquake,Fake Out,Flip Turn,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0152,Chikorita,,Erba,,Pokémon Foglia,Base,45,49,65,49,65,45,318,"53,00",,,,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0153,Bayleef,,Erba,,Pokémon Foglia,Stadio 1,60,62,80,63,80,60,405,"67,50",,,,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0154,Meganium,,Erba,,Pokémon Erbe,Stadio 2,80,82,100,83,100,80,525,"87,50",,,,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0155,Cyndaquil,,Fuoco,,Pokémon Fuocotopo,Base,39,52,43,60,50,65,309,"51,50",,,,,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0156,Quilava,,Fuoco,,Pokémon Vulcano,Stadio 1,58,64,58,80,65,80,405,"67,50",,,,,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0157,Typhlosion,Forma Normale,Fuoco,,Pokémon Vulcano,Stadio 2,78,84,78,109,85,100,534,"89,00",,,,,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0157,Typhlosion,Forma Hisui,Fuoco,Spettro,Pokémon Fuocofatuo,Stadio 2,73,84,78,119,85,95,534,"89,00",,,,,Coleottero - Erba - Ghiaccio - Acciaio,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro
#0158,Totodile,,Acqua,,Pokémon Mascellone,Base,50,65,64,44,48,43,314,"52,33",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0159,Croconaw,,Acqua,,Pokémon Mascellone,Stadio 1,65,80,80,59,63,58,405,"67,50",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0160,Feraligatr,,Acqua,,Pokémon Mascellone,Stadio 2,85,105,100,79,83,78,530,"88,33",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0161,Sentret,,Normale,,Pokémon Esplorante,Base,35,46,34,35,45,20,215,"35,83",,,,,–,–,Lotta,–
#0162,Furret,,Normale,,Pokémon Lungocorpo,Stadio 1,85,76,64,45,55,90,415,"69,17",,,,,–,–,Lotta,–
#0163,Hoothoot,,Normale,Volante,Pokémon Gufo,Base,60,30,30,36,56,50,262,"43,67",,,,,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0164,Noctowl,,Normale,Volante,Pokémon Gufo,Stadio 1,100,50,50,86,96,70,452,"75,33",Calm Mind,Dream Eater,Heat Wave,Hurricane,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0165,Ledyba,,Coleottero,Volante,Pokémon Pentastra,Base,40,20,30,40,80,55,265,"44,17",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0166,Ledian,,Coleottero,Volante,Pokémon Pentastra,Stadio 1,55,35,50,55,110,85,390,"65,00",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0167,Spinarak,,Coleottero,Veleno,Pokémon Tela,Base,40,60,40,40,40,30,250,"41,67",,,,,Erba - Buio - Psico,Folletto - Erba,Fuoco - Volante - Roccia,Terra - Psico
#0168,Ariados,,Coleottero,Veleno,Pokémon Lungazampa,Stadio 1,70,90,70,60,70,40,400,"66,67",,,,,Erba - Buio - Psico,Folletto - Erba,Fuoco - Volante - Roccia,Terra - Psico
#0169,Crobat,,Veleno,Volante,Pokémon Pipistrello,Stadio 2,85,90,80,70,80,130,535,"89,17",Absorb,Brave Bird,Cross Poison,Defog,Folletto - Erba,Coleottero - Lotta - Erba,Terra - Psico,Elettro - Ghiaccio - Roccia
#0170,Chinchou,,Acqua,Elettro,Pokémon Pescatore,Base,75,38,38,56,56,67,330,"55,00",Hydro Pump,Ice Beam,Protect,Rest,Fuoco - Terra - Roccia,Volante - Acqua,Elettro - Erba,Terra
