N. Pokédex,Pokémon,Forme,Tipo1,Tipo2,Categoria,Grado,PS,Attacco,Difesa,Attacco sp.,Difesa sp.,Velocità,Totale,Media,Mossa 1,Mossa 2,Mossa 3,Mossa 4,Forte 1 Contro,Forte 2 Contro,Debole 1 Contro,Debole 2 Contro
#0607,Litwick,,Spettro,Fuoco,Pokémon Candela,Base,50,30,55,65,55,20,275,45.83,Protect,Rest,Taunt,Toxic,Spettro - Psico,Coleottero - Erba - Ghiaccio - Acciaio,Buio - Spettro,Terra - Roccia - Acqua
#0608,Lampent,,Spettro,Fuoco,Pokémon Lanterna,Stadio 1,60,40,60,95,60,55,370,61.67,Protect,Rest,Taunt,Toxic,Spettro - Psico,Coleottero - Erba - Ghiaccio - Acciaio,Buio - Spettro,Terra - Roccia - Acqua
#0609,Chandelure,,Spettro,Fuoco,Pokémon Attiranime,Stadio 2,60,55,90,145,90,80,520,86.67,Energy Ball,Heat Wave,Imprison,Protect,Spettro - Psico,Coleottero - Erba - Ghiaccio - Acciaio,Buio - Spettro,Terra - Roccia - Acqua
#0610,Axew,,Drago,,Pokémon Zanna,Base,46,87,60,30,40,57,320,53.33,Protect,Rest,Taunt,Toxic,Drago,–,Drago - Folletto - Ghiaccio,–
#0611,Fraxure,,Drago,,Pokémon Mascellascia,Stadio 1,66,117,70,40,50,67,410,68.33,Protect,Rest,Taunt,Toxic,Drago,–,Drago - Folletto - Ghiaccio,–
#0612,Haxorus,,Drago,,Pokémon Mascellascia,Stadio 2,76,147,90,60,70,97,540,90.00,Breaking Swipe,Close Combat,Dragon Claw,Dragon Dance,Drago,–,Drago - Folletto - Ghiaccio,–
#0613,Cubchoo,,Ghiaccio,,Pokémon Freddo,Base,55,70,40,60,40,40,305,50.83,Ice Beam,Protect,Rest,Toxic,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0614,Beartic,,Ghiaccio,,Pokémon Glaciale,Stadio 1,95,130,80,70,80,50,505,84.17,Aqua Jet,Dig,Heavy Slam,Ice Beam,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0615,Cryogonal,,Ghiaccio,,Pokémon Cristallo,Base,80,50,50,95,135,105,515,85.83,Blizzard,Flash Cannon,Freeze-Dry,Ice Beam,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0616,Shelmet,,Coleottero,,Pokémon Lumachina,Base,50,40,85,40,65,25,305,50.83,Baton Pass,Protect,Rest,Toxic,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0617,Accelgor,,Coleottero,,Pokémon Sgusciato,Stadio 1,80,70,40,100,60,145,495,82.50,Acid Spray,Baton Pass,Bug Buzz,Encore,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0618,Stunfisk,Forma Normale,Terra,Elettro,Pokémon Trappola,Base,109,66,84,81,99,32,471,78.50,Earthquake,Protect,Rest,Scald,Elettro - Fuoco - Veleno - Roccia - Acciaio,Volante - Acqua,Erba - Ghiaccio - Acqua,Terra
#0618,Stunfisk,Forma Galar,Terra,Acciaio,Pokémon Trappola,Base,109,81,99,66,84,32,471,78.50,Earthquake,Protect,Rest,Scald,Elettro - Fuoco - Veleno - Roccia - Acciaio,Folletto - Ghiaccio - Roccia,Erba - Ghiaccio - Acqua,Lotta - Fuoco - Terra
#0619,Mienfoo,,Lotta,,Pokémon Marziale,Base,45,85,50,55,50,65,350,58.33,Baton Pass,Fake Out,Knock Off,Protect,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0620,Mienshao,,Lotta,,Pokémon Marziale,Stadio 1,65,125,60,95,60,105,510,85.00,Ally Switch,Baton Pass,Close Combat,Coaching,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0621,Druddigon,,Drago,,Pokémon Grotta,Base,77,120,90,60,90,48,485,80.83,Dragon Claw,Earthquake,Fire Punch,Glare,Drago,–,Drago - Folletto - Ghiaccio,–
#0622,Golett,,Terra,Spettro,Pokémon Statuanimata,Base,59,74,50,35,50,35,303,50.50,Earthquake,Ice Beam,Protect,Rest,Elettro - Fuoco - Veleno - Roccia - Acciaio,Spettro - Psico,Erba - Ghiaccio - Acqua,Buio - Spettro
#0623,Golurk,,Terra,Spettro,Pokémon Statuanimata,Stadio 1,89,124,80,55,80,55,483,80.50,Curse,Dynamic Punch,Earthquake,High Horsepower,Elettro - Fuoco - Veleno - Roccia - Acciaio,Spettro - Psico,Erba - Ghiaccio - Acqua,Buio - Spettro
#0624,Pawniard,,Buio,Acciaio,Pokémon Lamaffilata,Base,45,85,70,40,40,60,340,56.67,Knock Off,Protect,Rest,Snarl,Spettro - Psico,Folletto - Ghiaccio - Roccia,Coleottero - Folletto - Lotta,Lotta - Fuoco - Terra
#0625,Bisharp,,Buio,Acciaio,Pokémon Fildilama,Stadio 1,65,125,100,60,70,70,490,81.67,Assurance,Brick Break,Iron Head,Knock Off,Spettro - Psico,Folletto - Ghiaccio - Roccia,Coleottero - Folletto - Lotta,Lotta - Fuoco - Terra
#0626,Bouffalant,,Normale,,Pokémon Sfondatoro,Base,95,110,95,40,95,55,490,81.67,Body Slam,Close Combat,Cotton Guard,Earthquake,–,–,Lotta,–
#0627,Rufflet,,Normale,Volante,Pokémon Aquilotto,Base,70,83,50,37,50,60,350,58.33,Protect,Rest,Roost,Toxic,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0628,Braviary,Forma Normale,Normale,Volante,Pokémon Baldanza,Stadio 1,100,123,75,57,75,80,510,85.00,Brave Bird,Close Combat,Protect,Rest,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0628,Braviary,Forma Hisui,Psico,Volante,Pokémon Baldogrido,Stadio 1,110,83,70,112,70,65,510,85.00,Brave Bird,Close Combat,Protect,Rest,Lotta - Veleno,Coleottero - Lotta - Erba,Coleottero - Buio - Spettro,Elettro - Ghiaccio - Roccia
#0629,Vullaby,,Buio,Volante,Pokémon Pannolino,Base,70,55,75,45,65,60,370,61.67,Knock Off,Protect,Rest,Roost,Spettro - Psico,Coleottero - Lotta - Erba,Coleottero - Folletto - Lotta,Elettro - Ghiaccio - Roccia
#0630,Mandibuzz,,Buio,Volante,Pokémon Ossaquila,Stadio 1,110,65,105,55,95,80,510,85.00,Brave Bird,Fake Tears,Foul Play,Knock Off,Spettro - Psico,Coleottero - Lotta - Erba,Coleottero - Folletto - Lotta,Elettro - Ghiaccio - Roccia
#0631,Heatmor,,Fuoco,,Pokémon Formichiere,Base,85,97,66,105,66,65,484,80.67,Knock Off,Protect,Rest,Taunt,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0632,Durant,,Coleottero,Acciaio,Pokémon Ferformica,Base,58,109,112,48,48,109,484,80.67,Baton Pass,Entrainment,First Impression,Helping Hand,Erba - Buio - Psico,Folletto - Ghiaccio - Roccia,Fuoco - Volante - Roccia,Lotta - Fuoco - Terra
#0633,Deino,,Buio,Drago,Pokémon Impeto,Base,52,65,50,45,50,38,300,50.00,Head Smash,Protect,Rest,Taunt,Spettro - Psico,Drago,Coleottero - Folletto - Lotta,Drago - Folletto - Ghiaccio
#0634,Zweilous,,Buio,Drago,Pokémon Irruenza,Stadio 1,72,85,70,65,70,58,420,70.00,Head Smash,Protect,Rest,Taunt,Spettro - Psico,Drago,Coleottero - Folletto - Lotta,Drago - Folletto - Ghiaccio
#0635,Hydreigon,,Buio,Drago,Pokémon Brutale,Stadio 2,92,105,90,125,90,98,600,100.00,Belch,Dark Pulse,Draco Meteor,Earth Power,Spettro - Psico,Drago,Coleottero - Folletto - Lotta,Drago - Folletto - Ghiaccio
#0636,Larvesta,,Coleottero,Fuoco,Pokémon Torcia,Base,55,85,55,50,55,60,360,60.00,Light Screen,Protect,Rest,Toxic,Erba - Buio - Psico,Coleottero - Erba - Ghiaccio - Acciaio,Fuoco - Volante - Roccia,Terra - Roccia - Acqua
#0637,Volcarona,,Coleottero,Fuoco,Pokémon Sole,Stadio 1,85,60,65,135,105,100,550,91.67,Fiery Dance,Heat Wave,Hurricane,Light Screen,Erba - Buio - Psico,Coleottero - Erba - Ghiaccio - Acciaio,Fuoco - Volante - Roccia,Terra - Roccia - Acqua
#0638,Cobalion,,Acciaio,Lotta,Pokémon Metalcuore,Base,91,90,129,90,72,108,580,96.67,Bounce,Close Combat,Iron Head,Protect,Folletto - Ghiaccio - Roccia,Buio - Ghiaccio - Normale - Roccia - Acciaio,Lotta - Fuoco - Terra,Folletto - Volante - Psico
#0639,Terrakion,,Roccia,Lotta,Pokémon Caverna,Base,91,129,90,72,90,108,580,96.67,Close Combat,Coaching,Earthquake,Iron Head,Coleottero - Fuoco - Volante - Ghiaccio,Buio - Ghiaccio - Normale - Roccia - Acciaio,Lotta - Erba - Terra - Acciaio - Acqua,Folletto - Volante - Psico
#0640,Virizion,,Erba,Lotta,Pokémon Prateria,Base,91,90,72,90,129,108,580,96.67,Bounce,Close Combat,Leaf Blade,Light Screen,Terra - Roccia - Acqua,Buio - Ghiaccio - Normale - Roccia - Acciaio,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Folletto - Volante - Psico
#0641,Tornadus,Forma Incarnata,Volante,,Pokémon Turbinio,Base,79,115,70,125,80,111,580,96.67,Air Slash,Brutal Swing,Heat Wave,Hurricane,Coleottero - Lotta - Erba,–,Elettro - Ghiaccio - Roccia,–
#0641,Tornadus,Forma Totem,Volante,,Pokémon Turbinio,Base,79,100,80,110,90,121,580,96.67,Air Slash,Brutal Swing,Heat Wave,Hurricane,Coleottero - Lotta - Erba,–,Elettro - Ghiaccio - Roccia,–
#0642,Thundurus,Forma Incarnata,Elettro,Volante,Pokémon Fulminante,Base,79,115,70,125,80,111,580,96.67,Fly,Lash Out,Protect,Rest,Volante - Acqua,Coleottero - Lotta - Erba,Terra,Elettro - Ghiaccio - Roccia
#0642,Thundurus,Forma Totem,Elettro,Volante,Pokémon Fulminante,Base,79,105,70,145,80,101,580,96.67,Fly,Lash Out,Protect,Rest,Volante - Acqua,Coleottero - Lotta - Erba,Terra,Elettro - Ghiaccio - Roccia
#0643,Reshiram,,Drago,Fuoco,Pokémon Bianco Verità,Base,100,120,100,150,120,90,680,113.33,Light Screen,Protect,Reflect,Rest,Drago,Coleottero - Erba - Ghiaccio - Acciaio,Drago - Folletto - Ghiaccio,Terra - Roccia - Acqua
#0644,Zekrom,,Drago,Elettro,Pokémon Nero Ideale,Base,100,150,120,120,100,90,680,113.33,Light Screen,Protect,Reflect,Rest,Drago,Volante - Acqua,Drago - Folletto - Ghiaccio,Terra
#0645,Landorus,Forma Incarnata,Terra,Volante,Pokémon Fertilità,Base,89,125,90,115,80,101,600,100.00,Earth Power,Earthquake,Fly,Focus Blast,Elettro - Fuoco - Veleno - Roccia - Acciaio,Coleottero - Lotta - Erba,Erba - Ghiaccio - Acqua,Elettro - Ghiaccio - Roccia
#0645,Landorus,Forma Totem,Terra,Volante,Pokémon Fertilità,Base,89,145,90,105,80,91,600,100.00,Earthquake,Fly,Knock Off,Protect,Elettro - Fuoco - Veleno - Roccia - Acciaio,Coleottero - Lotta - Erba,Erba - Ghiaccio - Acqua,Elettro - Ghiaccio - Roccia
#0646,Kyurem,Forma Normale,Drago,Ghiaccio,Pokémon Confine,Base,125,120,90,170,100,95,700,116.67,Ice Beam,Light Screen,Protect,Reflect,Drago,Drago - Volante - Erba - Terra,Drago - Folletto - Ghiaccio,Lotta - Fuoco - Roccia - Acciaio
#0646,Kyurem,Kyurem Bianco,Drago,Ghiaccio,Pokémon Confine,Base,125,120,90,170,100,95,700,116.67,Ice Beam,Light Screen,Protect,Reflect,Drago,Drago - Volante - Erba - Terra,Drago - Folletto - Ghiaccio,Lotta - Fuoco - Roccia - Acciaio
#0646,Kyurem,Kyurem Nero,Drago,Ghiaccio,Pokémon Confine,Base,125,170,100,120,90,95,700,116.67,Ice Beam,Light Screen,Protect,Reflect,Drago,Drago - Volante - Erba - Terra,Drago - Folletto - Ghiaccio,Lotta - Fuoco - Roccia - Acciaio
#0647,Keldeo,Forma Normale,Acqua,Lotta,Pokémon Puledro,Base,91,72,90,129,90,108,580,96.67,Flip Turn,Hydro Pump,Protect,Reflect,Fuoco - Terra - Roccia,Buio - Ghiaccio - Normale - Roccia - Acciaio,Elettro - Erba,Folletto - Volante - Psico
#0647,Keldeo,Forma Risoluta,Acqua,Lotta,Pokémon Puledro,Base,91,72,90,129,90,108,580,96.67,Flip Turn,Hydro Pump,Protect,Reflect,Fuoco - Terra - Roccia,Buio - Ghiaccio - Normale - Roccia - Acciaio,Elettro - Erba,Folletto - Volante - Psico
#0649,Genesect,,Coleottero,Acciaio,Pokémon Paleozoico,Base,71,120,95,120,95,99,600,100.00,Ice Beam,Light Screen,Protect,Reflect,Erba - Buio - Psico,Folletto - Ghiaccio - Roccia,Fuoco - Volante - Roccia,Lotta - Fuoco - Terra
#0659,Bunnelby,,Normale,,Pokémon Scavabuche,Base,38,36,38,32,36,57,237,39.50,Earthquake,Protect,Rest,Toxic,–,–,Lotta,–
#0660,Diggersby,,Normale,Terra,Pokémon Scavabuche,Stadio 1,85,56,77,50,77,78,423,70.50,Earthquake,Giga Impact,High Horsepower,Ice Punch,–,Elettro - Fuoco - Veleno - Roccia - Acciaio,Lotta,Erba - Ghiaccio - Acqua
#0661,Fletchling,,Normale,Volante,Pokémon Pettirosso,Base,45,50,43,40,38,62,278,46.33,Protect,Rest,Roost,Taunt,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0662,Fletchinder,,Fuoco,Volante,Pokémon Sfavillante,Stadio 1,62,73,55,56,52,84,382,63.67,Protect,Rest,Roost,Taunt,Coleottero - Erba - Ghiaccio - Acciaio,Coleottero - Lotta - Erba,Terra - Roccia - Acqua,Elettro - Ghiaccio - Roccia
#0663,Talonflame,,Fuoco,Volante,Pokémon Ardifiamma,Stadio 2,78,81,71,74,69,126,499,83.17,Brave Bird,Dual Wingbeat,Flare Blitz,Heat Wave,Coleottero - Erba - Ghiaccio - Acciaio,Coleottero - Lotta - Erba,Terra - Roccia - Acqua,Elettro - Ghiaccio - Roccia
#0674,Pancham,,Lotta,,Pokémon Briccone,Base,67,82,62,46,48,43,348,58.00,Knock Off,Parting Shot,Protect,Rest,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0675,Pangoro,,Lotta,Buio,Pokémon Occhiotruce,Stadio 1,95,124,78,69,71,58,495,82.50,Earthquake,Knock Off,Parting Shot,Protect,Buio - Ghiaccio - Normale - Roccia - Acciaio,Spettro - Psico,Folletto - Volante - Psico,Coleottero - Folletto - Lotta
#0677,Espurr,,Psico,,Pokémon Moderazione,Base,62,48,54,63,60,68,355,59.17,Fake Out,Light Screen,Protect,Reflect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0680,Doublade,,Acciaio,Spettro,Pokémon Armabianca,Stadio 1,59,110,150,45,49,35,448,74.67,Destiny Bond,Protect,Reflect,Rest,Folletto - Ghiaccio - Roccia,Spettro - Psico,Lotta - Fuoco - Terra,Buio - Spettro
#0681,Aegislash,Forma Scudo,Acciaio,Spettro,Pokémon Spadareale,Stadio 2,60,50,150,50,140,60,510,85.00,Close Combat,Destiny Bond,Flash Cannon,Head Smash,Folletto - Ghiaccio - Roccia,Spettro - Psico,Lotta - Fuoco - Terra,Buio - Spettro
#0681,Aegislash,Forma Spada,Acciaio,Spettro,Pokémon Spadareale,Stadio 2,60,140,50,140,50,60,500,83.33,Close Combat,Destiny Bond,Flash Cannon,Head Smash,Folletto - Ghiaccio - Roccia,Spettro - Psico,Lotta - Fuoco - Terra,Buio - Spettro
#0682,Spritzee,,Folletto,,Pokémon Profumo,Base,78,52,60,63,65,23,341,56.83,Light Screen,Protect,Reflect,Rest,Lotta - Buio - Drago,–,Veleno - Acciaio,–
#0683,Aromatisse,,Folletto,,Pokémon Fragranza,Stadio 1,101,72,72,99,89,29,462,77.00,Gyro Ball,Light Screen,Misty Terrain,Moonblast,Lotta - Buio - Drago,–,Veleno - Acciaio,–
#0684,Swirlix,,Folletto,,Pokémon Zuccherino,Base,62,48,66,59,57,49,341,56.83,Light Screen,Protect,Rest,Toxic,Lotta - Buio - Drago,–,Veleno - Acciaio,–
#0685,Slurpuff,,Folletto,,Pokémon Panna,Stadio 1,82,80,86,85,75,72,480,80.00,After You,Charm,Cotton Spore,Dazzling Gleam,Lotta - Buio - Drago,–,Veleno - Acciaio,–
#0686,Inkay,,Buio,Psico,Pokémon Volteggio,Base,53,54,53,37,46,45,288,48.00,Baton Pass,Destiny Bond,Knock Off,Light Screen,Spettro - Psico,Lotta - Veleno,Coleottero - Folletto - Lotta,Coleottero - Buio - Spettro
#0687,Malamar,,Buio,Psico,Pokémon Giravolta,Stadio 1,86,92,88,68,75,73,482,80.33,Baton Pass,Destiny Bond,Knock Off,Light Screen,Spettro - Psico,Lotta - Veleno,Coleottero - Folletto - Lotta,Coleottero - Buio - Spettro
#0688,Binacle,,Roccia,Acqua,Pokémon Bimano,Base,42,52,67,39,56,50,306,51.00,Earthquake,Ice Beam,Protect,Rest,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Terra - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Erba
#0689,Barbaracle,,Roccia,Acqua,Pokémon Aggregato,Stadio 1,72,105,115,54,86,68,500,83.33,Earthquake,Ice Beam,Protect,Rest,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Terra - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Erba
#0690,Skrelp,,Veleno,Acqua,Pokémon Similalga,Base,50,60,60,60,60,30,320,53.33,Flip Turn,Hydro Pump,Protect,Rest,Folletto - Erba,Fuoco - Terra - Roccia,Terra - Psico,Elettro - Erba
#0691,Dragalge,,Veleno,Drago,Pokémon Similalga,Stadio 1,65,75,90,97,123,44,494,82.33,Draco Meteor,Dragon Pulse,Flip Turn,Focus Blast,Folletto - Erba,Drago,Terra - Psico,Drago - Folletto - Ghiaccio
#0692,Clauncher,,Acqua,,Pokémon Zampillo,Base,50,53,62,58,63,44,330,55.00,Flip Turn,Ice Beam,Protect,Rest,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0693,Clawitzer,,Acqua,,Pokémon Acqualancio,Stadio 1,71,73,88,120,89,59,500,83.33,Aqua Jet,Aura Sphere,Dark Pulse,Flip Turn,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0694,Helioptile,,Elettro,Normale,Pokémon Generatore,Base,44,38,33,61,43,70,289,48.17,Light Screen,Protect,Rest,Toxic,Volante - Acqua,–,Terra,Lotta
#0695,Heliolisk,,Elettro,Normale,Pokémon Generatore,Stadio 1,62,55,52,109,94,109,481,80.17,Ally Switch,Brutal Swing,Electrify,Glare,Volante - Acqua,–,Terra,Lotta
#0696,Tyrunt,,Roccia,Drago,Pokémon Principino,Base,58,89,77,45,45,48,362,60.33,Earthquake,Protect,Rest,Stealth Rock,Coleottero - Fuoco - Volante - Ghiaccio,Drago,Lotta - Erba - Terra - Acciaio - Acqua,Drago - Folletto - Ghiaccio
#0697,Tyrantrum,,Roccia,Drago,Pokémon Tiranno,Stadio 1,82,121,119,69,59,71,521,86.83,Breaking Swipe,Close Combat,Dragon Claw,Dragon Dance,Coleottero - Fuoco - Volante - Ghiaccio,Drago,Lotta - Erba - Terra - Acciaio - Acqua,Drago - Folletto - Ghiaccio
#0698,Amaura,,Roccia,Ghiaccio,Pokémon Tundra,Base,77,59,50,67,63,46,362,60.33,Ice Beam,Light Screen,Protect,Reflect,Coleottero - Fuoco - Volante - Ghiaccio,Drago - Volante - Erba - Terra,Lotta - Erba - Terra - Acciaio - Acqua,Lotta - Fuoco - Roccia - Acciaio
#0699,Aurorus,,Roccia,Ghiaccio,Pokémon Tundra,Stadio 1,123,77,72,99,92,58,521,86.83,Ancient Power,Blizzard,Earth Power,Earthquake,Coleottero - Fuoco - Volante - Ghiaccio,Drago - Volante - Erba - Terra,Lotta - Erba - Terra - Acciaio - Acqua,Lotta - Fuoco - Roccia - Acciaio
#0700,Sylveon,,Folletto,,Pokémon Legame,Stadio 1,95,65,65,110,130,60,525,87.50,Baton Pass,Calm Mind,Detect,Helping Hand,Lotta - Buio - Drago,–,Veleno - Acciaio,–
#0701,Hawlucha,,Lotta,Volante,Pokémon Lottalibera,Base,78,92,75,74,63,118,500,83.33,Acrobatics,Ally Switch,Baton Pass,Brave Bird,Buio - Ghiaccio - Normale - Roccia - Acciaio,Coleottero - Lotta - Erba,Folletto - Volante - Psico,Elettro - Ghiaccio - Roccia
#0702,Dedenne,,Elettro,Folletto,Pokémon Antenna,Base,67,58,57,81,67,101,431,71.83,Ally Switch,Charm,Discharge,Eerie Impulse,Volante - Acqua,Lotta - Buio - Drago,Terra,Veleno - Acciaio
#0703,Carbink,,Roccia,Folletto,Pokémon Gemma,Base,50,50,150,50,150,50,500,83.33,Body Press,Charm,Guard Split,Gyro Ball,Coleottero - Fuoco - Volante - Ghiaccio,Lotta - Buio - Drago,Lotta - Erba - Terra - Acciaio - Acqua,Veleno - Acciaio
#0704,Goomy,,Drago,,Pokémon Mollusco,Base,45,50,35,55,75,40,300,50.00,Protect,Rest,Toxic,,Drago,–,Drago - Folletto - Ghiaccio,–
#0705,Sliggoo,Forma Normale,Drago,,Pokémon Mollusco,Stadio 1,68,75,53,83,113,60,452,75.33,Ice Beam,Protect,Rest,Toxic,Drago,–,Drago - Folletto - Ghiaccio,–
#0705,Sliggoo,Forma Hisui,Acciaio,Drago,Pokémon Chiocciola,Stadio 1,58,75,83,83,113,40,452,75.33,Ice Beam,Protect,Rest,Toxic,Folletto - Ghiaccio - Roccia,Drago,Lotta - Fuoco - Terra,Drago - Folletto - Ghiaccio
#0706,Goodra,Forma Normale,Drago,,Pokémon Drago,Stadio 2,90,100,70,110,150,80,600,100.00,Aqua Tail,Breaking Swipe,Draco Meteor,Dragon Pulse,Drago,–,Drago - Folletto - Ghiaccio,–
#0706,Goodra,Forma Hisui,Acciaio,Drago,Pokémon Ritiro,Stadio 2,80,100,100,110,150,60,600,100.00,Aqua Tail,Breaking Swipe,Draco Meteor,Dragon Pulse,Folletto - Ghiaccio - Roccia,Drago,Lotta - Fuoco - Terra,Drago - Folletto - Ghiaccio
#0707,Klefki,,Acciaio,Folletto,Pokémon Portachiavi,Base,57,80,91,80,87,75,470,78.33,Dazzling Gleam,Fairy Lock,Foul Play,Light Screen,Folletto - Ghiaccio - Roccia,Lotta - Buio - Drago,Lotta - Fuoco - Terra,Veleno - Acciaio
#0708,Phantump,,Spettro,Erba,Pokémon Ceppo,Base,43,70,48,50,60,38,309,51.50,Destiny Bond,Protect,Reflect,Rest,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0709,Trevenant,,Spettro,Erba,Pokémon Alberantico,Stadio 1,85,110,76,65,82,56,474,79.00,Ally Switch,Bulldoze,Destiny Bond,Earthquake,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0710,Pumpkaboo,Normale,Spettro,Erba,Pokémon Zucca,Base,49,66,70,44,55,51,335,55.83,Destiny Bond,Light Screen,Protect,Rest,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0710,Pumpkaboo,Mini,Spettro,Erba,Pokémon Zucca,Base,44,66,70,44,55,56,335,55.83,Destiny Bond,Light Screen,Protect,Rest,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0710,Pumpkaboo,Grande,Spettro,Erba,Pokémon Zucca,Base,54,66,70,44,55,46,335,55.83,Destiny Bond,Light Screen,Protect,Rest,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0710,Pumpkaboo,Maxi,Spettro,Erba,Pokémon Zucca,Base,59,66,70,44,55,41,335,55.83,Destiny Bond,Light Screen,Protect,Rest,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0711,Gourgeist,Normale,Spettro,Erba,Pokémon Zucca,Stadio 1,65,90,122,58,75,84,494,82.33,Destiny Bond,Light Screen,Protect,Rest,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0711,Gourgeist,Mini,Spettro,Erba,Pokémon Zucca,Stadio 1,55,85,122,58,75,99,494,82.33,Destiny Bond,Light Screen,Protect,Rest,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0711,Gourgeist,Grande,Spettro,Erba,Pokémon Zucca,Stadio 1,75,95,122,58,75,69,494,82.33,Destiny Bond,Light Screen,Protect,Rest,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0711,Gourgeist,Maxi,Spettro,Erba,Pokémon Zucca,Stadio 1,85,100,122,58,75,54,494,82.33,Destiny Bond,Light Screen,Protect,Rest,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0712,Bergmite,,Ghiaccio,,Pokémon Ghiacciolo,Base,55,69,85,32,35,28,304,50.67,Ice Beam,Protect,Rapid Spin,Rest,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0713,Avalugg,Forma Normale,Ghiaccio,,Pokémon Iceberg,Stadio 1,95,117,184,44,46,28,514,85.67,Body Press,Earthquake,High Horsepower,Hydro Pump,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0713,Avalugg,Forma Hisui,Ghiaccio,Roccia,Pokémon Iceberg,Stadio 1,95,127,184,34,36,38,514,85.67,Body Press,Earthquake,High Horsepower,Hydro Pump,Drago - Volante - Erba - Terra,Coleottero - Fuoco - Volante - Ghiaccio,Lotta - Fuoco - Roccia - Acciaio,Lotta - Erba - Terra - Acciaio - Acqua
#0714,Noibat,,Volante,Drago,Pokémon Ondasonora,Base,40,30,35,45,40,55,245,40.83,Protect,Rest,Roost,Taunt,Coleottero - Lotta - Erba,Drago,Elettro - Ghiaccio - Roccia,Drago - Folletto - Ghiaccio
#0715,Noivern,,Volante,Drago,Pokémon Ondasonora,Stadio 1,85,70,80,97,80,123,535,89.17,Air Slash,Boomburst,Draco Meteor,Flamethrower,Coleottero - Lotta - Erba,Drago,Elettro - Ghiaccio - Roccia,Drago - Folletto - Ghiaccio
#0716,Xerneas,Modo Relax,Folletto,,Pokémon Creazione,Base,126,131,95,131,98,99,680,113.33,Geomancy,Light Screen,Protect,Reflect,Lotta - Buio - Drago,–,Veleno - Acciaio,–
#0716,Xerneas,Modo Attivo,Folletto,,Pokémon Creazione,Base,126,131,95,131,98,99,680,113.33,Geomancy,Light Screen,Protect,Reflect,Lotta - Buio - Drago,–,Veleno - Acciaio,–
#0717,Yveltal,,Buio,Volante,Pokémon Distruzione,Base,126,131,95,131,98,99,680,113.33,Protect,Rest,Roost,Snarl,Spettro - Psico,Coleottero - Lotta - Erba,Coleottero - Folletto - Lotta,Elettro - Ghiaccio - Roccia
